DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
43295385,Azzi Fudd,G/UTIL,DAL,LAV,,8200,0,25.82,,25.82,3.148780487804878,13.61,13.409020159055938,0,100,91.0074,183.8408,25.822,20.25,25.5,31,34,39.5,45.5025,26.6236,20.8,26.4,32.1,35.2,40.9,48,26.6236,20.8,26.4,32.1,35.2,40.9,48,26.3587,20.8,26,31.6,34.6,40,46.601,7.92267,8.38243,8.38243,8.01856,14.458,32.4713,3.61757,2.11857,2.40329,0.551857,1.85143,1.79129,1.83271,0.799857,1.303
43295397,Janelle Salaun,F/UTIL,GSV,LAS,,7600,0,24.95,,24.95,3.2828947368421053,23.04,21.974468858137136,0,100,88.1933,177.2946,24.9487,19,24.5,30.25,33.5,39.75,47.25,24.2557,18.4,23.8,29.4,32.8,38.3,45.7,24.2557,18.4,23.8,29.4,32.8,38.3,45.7,24.1937,18.5,23.8,29.2,32.5,37.9,44.9,8.33634,8.16712,8.16712,7.95376,14.6906,26.5316,2.07486,2.68943,3.71229,0.64,3.07229,1.42914,0.984429,0.291286,0.860429
43295399,NaLyssa Smith,F/UTIL,LAV,DAL,,7500,0,24.38,,24.38,3.2506666666666666,22.47,21.196816368824745,0,100,92.8334,183.8408,24.376,19,23.75,29.25,32.5,37.75,44.5,24.2226,18.6,23.7,29.225,32.3,37.7,45.001,24.2226,18.6,23.7,29.225,32.3,37.7,45.001,24.5408,19,24,29.5,32.4,37.8,44.701,7.68169,7.82427,7.82427,7.66183,12.4033,25.6168,4.78143,0.139,6.61071,1.962,4.64871,1.34329,0.624143,0.419857,1.26043
43295393,Bridget Carleton,F/UTIL,POR,MIN,,7800,0,22.95,,22.95,2.9423076923076925,13.33,13.22657634753876,0,100,81.5071,175.0024,22.9494,17.5,22.5,28,31,36.25,42,23.2789,17.7,23,28.4,31.6,37.1,42.901,23.2789,17.7,23,28.4,31.6,37.1,42.901,22.8827,17.6,22.5,27.8,30.8,36.1,42.101,7.70442,7.92877,7.92877,7.59082,11.4936,27.6976,1.95086,2.02771,2.99657,0.292857,2.70371,2.18114,1.66457,0.265429,0.872286
43295389,Emily Engstler,F/UTIL,POR,MIN,,8000,0,22.43,,22.43,2.80375,8.46,8.679862712052206,0,100,81.5071,175.0024,22.4329,17.25,21.75,27,30.25,35.5,42,23.1018,17.4,22.5,28.1,31.5,37.4,44.6,23.1018,17.4,22.5,28.1,31.5,37.4,44.6,23.5199,18,22.9,28.4,31.6,37.305,44.1,7.48699,8.17942,8.17942,7.85933,9.26071,24.3183,2.24971,1.20014,4.52714,0.666143,3.861,1.79386,1.52986,1.16471,2.366
43295391,Kayla Thornton,F/UTIL,GSV,LAS,,7900,0,21.81,,21.81,2.760759493670886,6.8,7.103142429766944,0,100,88.1933,177.2946,21.8106,16.75,21.25,26.5,29.25,34.5,41.5,21.7113,16.5,21.3,26.4,29.4,34.6,41.3,21.7113,16.5,21.3,26.4,29.4,34.6,41.3,21.7172,16.7,21.3,26.3,29.2,34.2,40.501,7.30865,7.4283,7.4283,7.17859,10.9533,27.8453,2.13143,1.85129,4.89543,0.953571,3.94186,0.698143,1.06214,0.574571,1.07386
43295407,Sarah Ashlee Barker,G/UTIL,POR,MIN,,6800,0,21.77,,21.77,3.201470588235294,15.78,15.560265574488914,0,100,81.5071,175.0024,21.7657,16.25,21.25,26.5625,29.75,35,42.25,20.9817,15.4,20.4,26,29.2,34.5,41.3,20.9817,15.4,20.4,26,29.2,34.5,41.3,21.6974,16.4,21.15,26.5,29.6,34.9,41.6,7.59213,7.8396,7.8396,7.53442,10.2579,28.1982,2.75686,1.161,4.514,0.881857,3.63214,2.63086,1.06314,0.222,2.49471
43295395,Nia Coffey,F/UTIL,MIN,POR,,7700,0,20.99,,20.99,2.725974025974026,7.91,8.142021797056785,0,100,93.4953,175.0024,20.9949,16,20.5,25.5,28.25,33.2625,39,20.4331,15.5,20,24.9,27.7,32.7,38.201,20.4331,15.5,20,24.9,27.7,32.7,38.201,20.6813,15.8,20.2,25.1,27.8,32.7,38,7.00974,6.96885,6.96885,6.81914,9.038,25.892,1.69886,1.76186,5.51771,0.539857,4.97786,1.53286,0.661571,0.549286,1.158
43295387,Ariel Atkins,G/UTIL,LAS,GSV,,8100,0,20.89,,20.89,2.579012345679012,2.3,2.5181819386664905,0,100,89.1013,177.2946,20.8905,15.75,20.5,25.5,28.5,33.5,40.25,20.9814,15.5,20.4,25.9,29.1,34.4,41.201,20.9814,15.5,20.4,25.9,29.1,34.4,41.201,21.449,16.1,20.9,26.2,29.3,34.4,41,7.31254,7.80963,7.80963,7.50037,9.769,25.3224,2.06714,1.26829,3.48871,0.552143,2.93657,2.17186,1.18529,0.777571,2.12043
43295403,Megan Gustafson,F/UTIL,POR,MIN,,7000,0,20.75,,20.75,2.9642857142857144,12.69,12.640530700388737,0,100,81.5071,175.0024,20.7539,15.75,20.25,25.25,28.25,33.75,40,20.2746,15.2,19.8,24.8,27.8,33,39.401,20.2746,15.2,19.8,24.8,27.8,33,39.401,20.5556,15.575,20.2,25,28,33.3,39.6,7.34208,7.30701,7.30701,7.2128,12.5286,24.8243,3.3,1.24029,4.25714,0.744143,3.513,0.711429,0.345571,0.480429,0.907714
43295405,Cameron Brink,F/UTIL,LAS,GSV,,6900,0,19.07,,19.07,2.763768115942029,8.71,8.804148639425458,0,100,89.1013,177.2946,19.071,14,18.5,23.5,26.25,31.5,38,18.9775,13.7,18.5,23.8,26.8,32.1,38.601,18.9775,13.7,18.5,23.8,26.8,32.1,38.601,19.933,14.7,19.4,24.6,27.7,32.8,39.1,7.05063,7.53141,7.53141,7.39599,8.45514,18.1543,2.17286,0.655,4.94157,1.10343,3.83814,1.21757,0.569,1.17971,2.48
43295401,Erica Wheeler,G/UTIL,LAS,GSV,,7100,0,18.14,,18.14,2.554929577464789,2.19,2.3263732245662703,0,100,89.1013,177.2946,18.1379,13.5,17.5,22.25,25.25,30,36.25,17.7667,12.9,17.3,22.125,25,30,35.801,17.7667,12.9,17.3,22.125,25,30,35.801,18.2192,13.5,17.7,22.4,25.3,30.1,35.9,6.73573,6.97912,6.97912,6.72661,7.06529,24.8933,1.76443,0.849714,2.70729,0.285714,2.42157,4.008,0.811143,0.241143,1.71614
43295411,Jewell Loyd,G/UTIL,LAV,DAL,,6000,0,18.07,,18.07,3.0116666666666667,10.02,10.061810377376716,0,100,92.8334,183.8408,18.0699,13.25,17.5,22.5,25.25,30.5,36.25,17.2604,12.4,16.8,21.5,24.4,29.3,35.301,17.2604,12.4,16.8,21.5,24.4,29.3,35.301,17.4273,12.775,16.9,21.6,24.2,29.1,35.1,6.9171,6.76372,6.76372,6.5588,9.22686,27.7524,1.06229,2.07957,2.99914,0.393714,2.60543,1.83857,0.727714,0.185,1.06143
43295425,Awak Kuier,F/UTIL,DAL,LAV,,5200,0,16.36,,16.36,3.1461538461538456,16.42,16.475725071151526,0,100,91.0074,183.8408,16.3554,11.5,15.75,20.5,23.5,28.25,35,16.5912,11.6,15.9,21,24.1,29.4,35.9,16.5912,11.6,15.9,21,24.1,29.4,35.9,16.759,11.9,16.1,21,23.9,29.1,35.501,6.76421,7.16152,7.16152,6.91516,7.36243,18.6369,1.42657,0.901714,3.13157,0.541714,2.58986,1.548,0.89,0.568143,1.22557
43295415,Rae Burrell,G/UTIL,LAS,GSV,,5800,0,16.24,,16.24,2.7999999999999994,5.59,5.66047765526728,0,100,89.1013,177.2946,16.2426,11.75,15.75,20.25,22.75,27.25,32.75,15.4102,11,15,19.5,21.9,26.3,31.601,15.4102,11,15,19.5,21.9,26.3,31.601,15.9732,11.6,15.6,19.9,22.3,26.7,31.8,6.2874,6.31589,6.31589,6.13517,8.49914,24.5486,1.84714,1.17129,3.44014,0.649571,2.79057,1.47043,0.458857,0.261857,1.58486
43295419,Tiffany Hayes,G/UTIL,GSV,LAS,,5600,0,16.24,,16.24,2.9,7.53,7.530000000000113,0,100,88.1933,177.2946,16.2363,11.5,15.75,20.5,23,27.75,34.25,15.8444,11,15.3,20.1,22.9,27.6,34.3,15.8444,11,15.3,20.1,22.9,27.6,34.3,16.0659,11.4,15.6,20.3,22.9,27.4,33.8,6.63451,6.70747,6.70747,6.53305,8.96086,17.819,1.96457,0.915143,2.17643,0.280857,1.89557,2.15843,0.578714,0.106571,1.02171
43295413,Cecilia Zandalasini,F/UTIL,GSV,LAS,,5900,0,15.84,,15.84,2.6847457627118643,7.54,7.46717312960682,0,100,88.1933,177.2946,15.8368,11,15.25,20.25,23,27.75,33.75,15.3107,10.4,14.7,19.8,22.415,27.3,33,15.3107,10.4,14.7,19.8,22.415,27.3,33,15.569,10.9,14.9,19.9,22.6,27.4,33.001,6.84066,6.8499,6.8499,6.64977,8.28457,17.5451,1.31186,1.52143,2.18071,0.256857,1.92386,1.83429,0.734286,0.235286,1.25086
43295421,Maddy Siegrist,F/UTIL,DAL,LAV,,5500,0,15.61,,15.61,2.8381818181818184,8.63,8.599581220603856,0,100,91.0074,183.8408,15.6062,11,15,19.75,22.5,27,32.5,15.6904,11,15.2,19.8,22.6,27,33.2,15.6904,11,15.2,19.8,22.6,27,33.2,15.6211,11,15.1,19.6,22.4,26.9,32.5,6.44474,6.54789,6.54789,6.43141,8.39243,17.7804,2.69671,0.784429,3.06914,0.584857,2.48429,1.04029,0.457,0.334,0.318429
43295423,Kiah Stokes,F/UTIL,GSV,LAS,,5300,0,14.84,,14.84,2.8,9.85,9.839111863242799,0,100,88.1933,177.2946,14.8449,10.5,14.5,18.75,21.25,25.25,30.25,16.221,11.3,15.7,20.6,23.3,28.1,33.9,16.221,11.3,15.7,20.6,23.3,28.1,33.9,16.0791,11.3,15.6,20.4,23,27.7,33.3,5.96055,6.78045,6.78045,6.60022,3.84171,19.6482,1.17443,0.319714,3.68657,0.478143,3.20843,1.71129,0.735,1.21157,0.451286
43295429,Stephanie Talbot,F/UTIL,LAV,DAL,,5000,0,13.62,,13.62,2.7239999999999998,7.94,7.899436571612084,0,100,92.8334,183.8408,13.624,9.5,13.25,17.25,19.5,23.5,28.5,13.5217,9.3,13.1,17.3,19.6,23.9,29,13.5217,9.3,13.1,17.3,19.6,23.9,29,13.6852,9.6,13.3,17.3,19.5,23.6,28.6,5.62233,5.86154,5.86154,5.63345,4.53671,20.1781,1.05543,0.598857,3.31757,0.552429,2.76514,2.25414,0.738,0.157857,1.06486
43295433,Alanna Smith,F/UTIL,DAL,LAV,,4700,0,13.6,,13.6,2.893617021276596,12.51,12.542812055089794,0,100,91.0074,183.8408,13.6009,9,13,17.5,20.25,25,30.25,13.8684,9.1,13.2,18.2,20.8,26,31.501,13.8684,9.1,13.2,18.2,20.8,26,31.501,14.0371,9.4,13.4,18.1,20.7,25.7,31.201,6.22349,6.68947,6.68947,6.44034,4.74443,14.8642,1.361,0.561286,2.85171,0.744571,2.10714,2.00757,0.895143,0.412571,1.23257
43295435,Kaila Charles,G/UTIL,GSV,LAS,,4600,0,13.2,,13.2,2.869565217391304,7.19,7.0185526831529135,0,100,88.1933,177.2946,13.2044,8.75,12.75,17,19.5,23.75,29.5,12.857,8.4,12.3,16.8,19.3,23.6,29.201,12.857,8.4,12.3,16.8,19.3,23.6,29.201,13.1239,8.8,12.6,17,19.5,23.5,29,6.04385,6.16179,6.16179,5.98179,5.90057,16.1262,1.29086,0.845,3.37129,0.922429,2.44886,1.09743,0.519571,0.253143,1.05343
43295431,Teja Oblak,G/UTIL,POR,MIN,,4800,0,12.59,,12.59,2.622916666666667,3.55,3.3651782768102927,0,100,81.5071,175.0024,12.5894,8.5,12.25,16.25,18.75,22.75,27.75,12.2114,7.9,11.7,16,18.4,22.8,28.101,12.2114,7.9,11.7,16,18.4,22.8,28.101,12.7086,8.5,12.3,16.4,18.7,23,28.3,5.77981,5.97941,5.97941,5.82309,5.37586,14.4282,1.625,0.447286,2.00443,0.363714,1.64071,2.53729,0.576429,0.155286,1.57086
43295437,Anastasiia Olairi Kosu,F/UTIL,MIN,POR,,4400,0,12.23,,12.23,2.7795454545454548,9.12,8.980679181644193,0,100,93.4953,175.0024,12.2319,8,11.75,16,18.25,22.5,27.75,12.5081,8,11.9,16.4,19.1,23.4,29.6,12.5081,8,11.9,16.4,19.1,23.4,29.6,12.6676,8.2,12.1,16.5,19,23.305,29,5.72912,6.16982,6.16982,5.9971,6.01057,14.1486,2.53871,0.0217143,2.36543,0.906286,1.45914,1.32771,0.584143,0.272714,0.903143
43295439,Luisa Geiselsoder,F/UTIL,POR,MIN,,4300,0,11.36,,11.36,2.641860465116279,7.36,7.1667721157580315,0,100,81.5071,175.0024,11.3619,7.5,10.75,14.75,17,21.25,26.0025,11.2824,7.2,10.7,14.8,17.2,21.6,26.5,11.2824,7.2,10.7,14.8,17.2,21.6,26.5,11.4296,7.4,10.9,14.9,17.1,21.305,26.301,5.53786,5.7101,5.7101,5.56264,4.69486,14.4263,0.992857,0.725571,2.447,0.26,2.187,1.36429,0.478571,0.314,0.773
