DFS ID,Name,Pos,Order,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,1B,2B,3B,HR,SB,CS,R,RBI,K,BB,PA,H,ER,IP,W,QS,CG,CGSO,Pitches
43292229,Cole Carrigg,OF,6,COL,CHC,Confirmed,3000,0,6.76,,6.76,2.2533333333333334,1.3,0.9213563541445655,0,100,4.0846,9.8432,6.75808,2,5,10,14,21,30.01,8.75462,3,6,12.5,18.7,28.005,40.9,6.64255,1.9,4.5,9.7,14.2,20.6,30.3,7.06844,1,4.5,10.5,16,24,36.5,7.04795,9.42223,6.95533,8.38842,0.55684,0.15728,0.03788,0.12264,0.08596,0,0.4302,0.42628,0.9408,0.31448,4.06664,0.87464,0,0,0,0,0,0,0
43292287,Logan O'Hoppe,C,7,LAA,ARI,Confirmed,2500,0,6.66,,6.66,2.664,5.41,5.377123588488051,0,100,4.6164,9.5328,6.66356,2,5,10,14,21,30,8.71612,3,6,12.7,18.7,27.9,40.4,6.5682,1.9,4.5,9.7,14.2,20.6,29.303,7.07366,1,4.5,11,16,24,34.505,6.91891,9.29069,6.83325,8.31902,0.51616,0.16784,0.06248,0.10732,0.05076,0.0074,0.43272,0.49156,0.93652,0.30024,4.06468,0.8537999999999999,0,0,0,0,0,0,0
43292198,Cedric Mullins,OF,8,TB,LAD,,3400,0,6.61,,6.61,1.9441176470588235,1.36,0.9454352581540242,0,100,4.4394,9.7982,6.60892,0,5,10,14,21,28,8.60115,0,6.2,12.5,18.7,27.7,37.702,6.45611,0,4.5,9.7,13.9,20.3,27.103,6.8094,0,5,10.5,15,23,32,6.818,9.05437,6.63448,7.83991,0.50732,0.14716,0.03312,0.08756,0.17036,0.02768,0.42184,0.4054,0.72456,0.35216,3.87544,0.77516,0,0,0,0,0,0,0
43292215,Josh Bell,1B,5,MIN,TEX,Confirmed,3200,0,6.59,,6.59,2.059375,1.03,0.6743334583368329,0,100,4.038,8.624600000000001,6.58587,2,5,10,14,21,30,8.63207,3,6,12.5,18.515,28.2,40.4,6.55029,2.6,4.5,9.7,13.9,20.6,29.303,6.93033,1.5,4.5,10.5,15,24,35.005,6.82326,9.18982,6.76106,8.2182,0.5542,0.163667,0.0323333,0.106733,0.0444,0.00866667,0.416667,0.461067,0.946,0.400733,4.18587,0.8569333,0,0,0,0,0,0,0
43292247,Cam Smith,OF,7,HOU,DET,Confirmed,2900,0,6.54,,6.54,2.2551724137931033,1.89,1.4596845021848974,0,100,4.6314,9.278400000000001,6.5374,2,5,10,14,20,28,8.56538,3,6.2,12.4,18.4,25.9,37.101,6.44384,2.6,4.5,9.4,13.5,19.4,27,6.73308,1,4.5,10,15,23,32,6.5572,8.78702,6.43892,7.74887,0.54504,0.14252,0.0252,0.093,0.1072,0.01432,0.42532,0.44192,0.95688,0.3938,3.94792,0.8057599999999999,0,0,0,0,0,0,0
43292241,Donovan Walton,3B,8,LAA,ARI,Confirmed,3000,0,6.53,,6.53,2.1766666666666667,1.28,0.8903826958155266,0,100,4.6164,9.5328,6.53372,2,5,10,14,19,27,8.44397,3,6.2,12.4,18.2,25.2,37.4,6.392,1.9,4.5,9.7,13.2,18.7,27,6.92082,1.5,5,10.5,15,22.5,32,6.51865,8.6324,6.37225,7.65745,0.5698,0.17396,0.08516,0.06052,0.06868,0.01232,0.42736,0.42724,0.6786,0.30772,3.95584,0.88944,0,0,0,0,0,0,0
43292289,Blaze Jordan,3B,8,STL,SD,Confirmed,2500,0,6.53,,6.53,2.612,1.33,0.9333384861378202,0,100,4.7374,8.9658,6.53324,2,5,10,14,20,28,8.5638,3,6.2,12.5,18.4,25.7,37.4,6.43411,2.6,4.5,9.4,13.5,19.4,27.4,6.9433,1.5,5,10.125,15,23,32.005,6.55207,8.81903,6.44545,7.795,0.56392,0.15636,0.03116,0.08896,0.07712,0,0.43928,0.46508,0.68668,0.36324,3.80048,0.8404,0,0,0,0,0,0,0
43292286,Taylor Trammell,OF,6,HOU,DET,Confirmed,2500,0,6.5,,6.5,2.6,1.92,1.4882253489699038,0,100,4.6314,9.278400000000001,6.50128,2,5,10,14,19,28,8.53589,3,6,12.4,18.2,25.7,37.402,6.45317,2.6,4.5,9.4,13.5,19.4,27.4,6.70818,1.5,4.5,10,14.5,22.5,32,6.562,8.81335,6.46672,7.79691,0.53212,0.14584,0.02512,0.0938,0.09388,0.01252,0.41464,0.43112,0.95276,0.43792,4.01608,0.79688,0,0,0,0,0,0,0
43292391,Alejandro Osuna,OF,6,TEX,MIN,Confirmed,2500,0,6.5,,6.5,2.6,1.28,0.9084344118620492,0,100,4.5866,8.624600000000001,6.4952,2,5,9,13,19,27,8.55915,3,6.2,12.2,16.2,25.2,35.401,6.48485,2.6,5.2,9.4,12.3,18.7,25.804,6.70873,1.5,5,10,14,22,31,6.28556,8.39782,6.16631,7.31502,0.527733,0.149667,0.0228667,0.0687333,0.115933,0.0188667,0.428267,0.391,0.705333,0.5376,3.94187,0.769,0,0,0,0,0,0,0
43292199,Luke Keaschall,2B,7,MIN,TEX,Confirmed,3400,0,6.46,,6.46,1.9,0.68,0.42428415697956645,0,100,4.038,8.624600000000001,6.4636,2,5,10,14,19,27,8.34149,3,6,12.4,18.2,25.2,35.415,6.31458,1.9,4.5,9.4,13.2,18.7,26.5,6.59143,1,5,10,14,22,31,6.49262,8.57126,6.30283,7.44763,0.566267,0.162067,0.0298,0.0658,0.159,0.0248,0.375133,0.377733,0.779133,0.378667,4.00507,0.8239339999999999,0,0,0,0,0,0,0
43292240,Ty France,1B,7,SD,STL,Confirmed,3000,0,6.45,,6.45,2.15,0.52,0.2934070174112294,0,100,4.2284,8.9658,6.44724,2,5,10,13,19,27,8.33053,3,6.2,12.4,16.2,25.2,35.4,6.26204,1.9,4.5,9,12.3,18.7,25.807,6.89736,1.5,5,10,14,22.5,31.5,6.35339,8.51678,6.21667,7.54462,0.68296,0.17092,0.03164,0.07208,0.04808,0.00852,0.41856,0.48012,0.64024,0.26604,4.015,0.9576,0,0,0,0,0,0,0
43292288,Pavin Smith,1B,8,ARI,LAA,Confirmed,2500,0,6.4,,6.4,2.56,1.05,0.6945917244671856,0,100,4.9164,9.5328,6.39544,2,5,9,13,19,26,8.60444,3,6.2,12.4,16.2,25.4,35.4,6.50759,2.6,4.5,9.7,12.3,18.7,26.502,6.60066,1.5,4.5,10,14,22,31.005,6.33566,8.5839,6.29017,7.57253,0.40784,0.13968,0.0518,0.07472,0.06192,0.0102,0.46748,0.423,0.97316,0.61068,3.86216,0.67404,0,0,0,0,0,0,0
43292285,Elias Diaz,C,9,TEX,MIN,Confirmed,2500,0,6.39,,6.39,2.5559999999999996,2.43,2.009809861269813,0,100,4.5866,8.624600000000001,6.38847,2,5,9,14,20,27.01,8.44515,3,6.2,12.25,18.7,27.7,37.6,6.35054,1.9,4.5,9,13.5,19.9,27,6.8186,1.5,4.5,10,15.5,23,33,6.55512,8.88353,6.50176,7.90854,0.524867,0.1424,0.0194,0.111867,0.0436,0.00826667,0.4616,0.460467,0.728,0.382933,3.6398,0.7985339999999999,0,0,0,0,0,0,0
43292281,Sung-Mun Song,2B/SS,8,SD,STL,Confirmed,2500,0,6.39,,6.39,2.5559999999999996,2.06,1.6495188518964408,0,100,4.2284,8.9658,6.38748,2,5,10,13,19,27,8.40518,3,6,12.25,16.5,25.7,37.4,6.34507,2.6,4.5,9.4,12.5,19.1,26.703,6.54096,1,4.5,10,14,22,31.5,6.46056,8.6598,6.33408,7.55749,0.52332,0.13504,0.0318,0.07188,0.11072,0.01484,0.41548,0.41104,0.8852,0.48124,3.89816,0.76204,0,0,0,0,0,0,0
43292172,Ezequiel Tovar,SS,5,COL,CHC,Confirmed,3800,0,6.34,,6.34,1.668421052631579,1.64,1.2015409791104867,0,100,4.0846,9.8432,6.345,0,5,9,14,20,28,8.2623,0,6,12.2,18.7,27.7,37.9,6.24388,0,4.5,9,13.9,19.9,27.707,6.5016,0,4,9.5,15.5,23,33.005,6.8267,9.1531,6.74486,8.19853,0.51724,0.15728,0.0302,0.11924,0.06256,0.0104,0.4216,0.42884,1.25048,0.2796,4.16924,0.82396,0,0,0,0,0,0,0
43292320,Jimmy Crooks,C,7,STL,SD,Confirmed,2200,0,6.31,,6.31,2.8681818181818177,4.62,4.431146523568832,0,100,4.7374,8.9658,6.31396,2,5,9,13,19,27,8.33768,3,6,12.2,18.2,25.7,37.601,6.26782,1.9,4.5,9,13.2,19.4,27,6.5711,1,4.5,10,14,23,32.505,6.48762,8.75465,6.3927,7.77047,0.51112,0.14904,0.02524,0.08976,0.07428,0.01028,0.41312,0.46156,0.94732,0.40756,3.90988,0.7751600000000001,0,0,0,0,0,0,0
43292272,Nick Fortes,C,7,TB,LAD,,2700,0,6.27,,6.27,2.322222222222222,2.52,2.107147241821644,0,100,4.4394,9.7982,6.26824,2,5,9,13,19,27,8.09776,3,6,12.2,16.2,25.2,36.902,6.1157,1.9,4.5,9,12.3,18.7,26.7,6.7029,1,5,10,14,22.5,31.505,6.41944,8.56914,6.29797,7.5611,0.59884,0.17632,0.01884,0.08776,0.07508,0.0116,0.4016,0.42048,0.53964,0.27112,3.99,0.8817600000000001,0,0,0,0,0,0,0
43292217,Ben Williamson,2B/SS,6,TB,LAD,,3100,0,6.27,,6.27,2.02258064516129,3.65,3.3266678538160335,0,100,4.4394,9.7982,6.2674,2,5,9,13,19,26,8.05798,3,6,12.2,15.7,24.9,35.1,6.11284,1.9,4.5,9,12,18.7,25.104,6.5298,1.5,5,9.5,13.5,21.5,30.5,6.17692,8.19914,6.03177,7.20733,0.6178,0.1838,0.03356,0.05996,0.08884,0.01464,0.3878,0.39108,0.72496,0.31248,4.12404,0.89512,0,0,0,0,0,0,0
43292305,Zach McKinstry,2B/OF,8,DET,HOU,Confirmed,2300,0,6.25,,6.25,2.717391304347826,3.01,2.619188909494644,0,100,4.647,9.278400000000001,6.25048,2,5,9,13,19,26.01,8.19651,3,6,12.2,16.2,25.4,36.9,6.16332,1.9,4.5,9,12.3,18.7,26.5,6.4382,0.5,4.5,9.5,14,22,31,6.43547,8.60767,6.28769,7.50225,0.5342,0.14236,0.02792,0.06708,0.11256,0.019,0.40864,0.41548,0.80128,0.41544,3.97896,0.77156,0,0,0,0,0,0,0
43292210,Jeff McNeil,2B,9,ATH,PIT,Confirmed,3200,0,6.23,,6.23,1.9468750000000001,2.13,1.7389876280451078,0,100,5.2402,10.499600000000001,6.23268,2,5,9,12,19,26,8.19173,3,6,12.2,15.9,25.2,34.9,6.1503,1.9,4.5,9,11.6,18.7,25.8,6.68696,1.5,5,9.5,13.5,22,30.505,6.19509,8.33468,6.09992,7.35988,0.54984,0.19428,0.02996,0.06472,0.0452,0.0086,0.47544,0.43128,0.55376,0.34272,3.70604,0.8388,0,0,0,0,0,0,0
43292235,Brice Matthews,2B/OF,8,HOU,DET,Confirmed,3000,0,6.23,,6.23,2.0766666666666667,2.02,1.5679478351463971,0,100,4.6314,9.278400000000001,6.22792,0,4,9,14,19,28,8.177,0,6,12.2,18.4,25.7,37.7,6.12647,0,4.5,9,13.245,18.7,27.7,6.38526,0,4,9,15,22.5,32.505,6.66811,8.98369,6.56691,7.97456,0.50536,0.12748,0.017,0.11132,0.09124,0.01336,0.4166,0.44576,1.10188,0.32216,3.79772,0.7611600000000001,0,0,0,0,0,0,0
43292155,Jake McCarthy,OF,7,COL,CHC,Confirmed,4100,0,6.18,,6.18,1.5073170731707317,0.14,0.05512748802245147,0,100,4.0846,9.8432,6.1816,0,5,10,13,19,28,7.91662,0,6,12.2,16.2,25.2,37.4,5.98268,0,4.5,9,12.3,18.7,27.4,6.33724,0,4,9.5,14,22,32,6.58431,8.68052,6.39932,7.63332,0.55856,0.14212,0.04508,0.07936,0.12812,0.02236,0.3792,0.3698,0.8192,0.25124,3.83596,0.82512,0,0,0,0,0,0,0
43292239,Taylor Walls,SS,9,TB,LAD,,3000,0,6.16,,6.16,2.0533333333333332,1.26,0.8642650651562929,0,100,4.4394,9.7982,6.16,0,4,9,13,19,26.01,8.06992,0,6,12.2,16.2,25.2,35.202,6.07023,0,4.5,9,12.3,18.7,25.8,6.21054,0,4,9.5,13.5,21.025,31,6.49698,8.62013,6.32406,7.41341,0.44864,0.15184,0.02984,0.06544,0.1616,0.022,0.4174,0.3508,0.85844,0.40868,3.80612,0.6957599999999999,0,0,0,0,0,0,0
43292252,Kyle Karros,3B,8,COL,CHC,Confirmed,2800,0,6.15,,6.15,2.196428571428571,0.66,0.3766884666186642,0,100,4.0846,9.8432,6.1452,0,5,9,13,19,27,7.99305,0,6,12.2,16,25.2,37.4,6.05319,0,4.5,9,12.3,18.7,27,6.41712,0,4.5,9.5,14,22,32,6.41778,8.59192,6.32821,7.61742,0.54792,0.159,0.02716,0.088,0.06676,0.00848,0.40444,0.40072,0.83144,0.33252,3.81732,0.8220799999999999,0,0,0,0,0,0,0
43292325,Will Wagner,1B/3B,6,SD,STL,Confirmed,2100,0,6.13,,6.13,2.919047619047619,2.82,2.353011405665442,0,100,4.2284,8.9658,6.12528,2,5,9,12,18,25,7.96918,3,6,12.2,15.7,24.7,34.6,6.04463,2.6,4.5,9,11.6,18,25.1,6.3646,1.5,4.5,9.5,13,20,29.5,5.90859,7.89304,5.79535,6.93222,0.60332,0.17116,0.0322,0.04812,0.06232,0.00936,0.4068,0.39212,0.76144,0.40564,4.0918,0.8548,0,0,0,0,0,0,0
43292227,Brett Baty,3B,7,NYM,CIN,Confirmed,3100,0,6.11,,6.11,1.970967741935484,0.75,0.44195594790153764,0,100,4.3026,8.966000000000001,6.11248,0,4,9,14,20,28,8.06929,0,6,12.2,18.5,27.4,38.2,6.11329,0,4.5,9,13.5,19.9,28.202,6.187,0,3.5,9.5,14.575,23,33.5,6.71377,9.04291,6.64663,8.07236,0.43656,0.13712,0.02668,0.11224,0.07112,0.01216,0.39056,0.41284,1.28664,0.40948,3.93544,0.7126,0,0,0,0,0,0,0
43292216,Francisco Alvarez,C,9,NYM,CIN,Confirmed,3200,0,6.09,,6.09,1.903125,1.19,0.8095651938827783,0,100,4.3026,8.966000000000001,6.08768,0,4,9,14,20,28,8.02636,0,6,12.2,18.7,27.7,37.903,6.06217,0,4.5,9,14.2,19.9,28.4,6.34746,0,4,9.5,16,23,33.505,6.77485,9.15436,6.73497,8.18446,0.46136,0.13524,0.02128,0.12596,0.04292,0.00732,0.4298,0.41976,1.03636,0.34192,3.78944,0.74384,0,0,0,0,0,0,0
43292237,Nathan Church,OF,9,STL,SD,Confirmed,3000,0,6.07,,6.07,2.0233333333333334,0.57,0.31882453030855945,0,100,4.7374,8.9658,6.0696,0,5,9,12,19,26,7.92708,0,6,12.2,16,25.2,35.2,5.93027,0,4.5,9,11.6,18.7,25.8,6.32296,0,4.5,9.5,13.5,22,31,6.30371,8.44028,6.15959,7.40733,0.53752,0.15496,0.01608,0.07716,0.09992,0.01416,0.4294,0.41024,0.73632,0.30156,3.6728,0.78572,0,0,0,0,0,0,0
43292291,James Outman,OF,9,DET,HOU,Confirmed,2500,0,6.04,,6.04,2.4160000000000004,0.85,0.5253900165937938,0,100,4.647,9.278400000000001,6.04084,0,4,9,14,19,28,8.03648,0,6,12.2,18.4,25.7,37.6,6.04696,0,4.5,9,13.2,18.72,27.4,6.04822,0,3.5,9,14,22.5,32.5,6.62691,8.94233,6.54415,7.88806,0.41176,0.1258,0.02252,0.09988,0.0924,0.01304,0.41488,0.40876,1.28804,0.44416,3.86112,0.65996,0,0,0,0,0,0,0
43292322,Edwin Arroyo,2B/SS,9,CIN,NYM,Confirmed,2100,0,6.04,,6.04,2.876190476190476,4.16,3.879693156207994,0,100,4.6634,8.966000000000001,6.04284,0,5,9,12,19,27,7.9166,0,6,12.2,15.9,25.2,35.403,5.9694,0,4.5,9,12,18.7,25.807,6.29838,0,4,9,13.5,22.5,31,6.306,8.47933,6.2154,7.49547,0.50932,0.14572,0.02764,0.08456,0.07596,0,0.40168,0.4102,0.84236,0.358,3.6752,0.7672399999999999,0,0,0,0,0,0,0
43292639,Tobias Myers,P,,NYM,CIN,Confirmed,5600,0,6.01,,6.01,1.0732142857142857,0.38,0.15757996514879907,0,100,4.3026,8.966000000000001,6.01268,1.15,6.425,11.15,13.65,18.0525,23.451,12.0546,6,12,19,22,28,36,7.06707,1.5,7.5,12.85,15.5,20.6,27.1,9.6768,3,10,17,20.5,26.5,34.5,7.54648,9.99155,8.52861,10.5359,2.17036,0.6892,0.09828,0.5856,0,0,2.03372,0,2.502,1.19648,14.3783,3.54344,1.86928,3.30183,0.04052,0.00196,0,0,56.0367
43292274,Colt Keith,3B,6,DET,HOU,Confirmed,2600,0,5.98,,5.98,2.3,1.33,0.9440094994776095,0,100,4.647,9.278400000000001,5.97916,2,5,9,12,18,25,7.79542,3,6,12,15.5,24.9,34.7,5.90508,2.6,4.5,8.7,11.6,18,25.1,6.2093,1.5,4.5,9,13,21,30,5.89087,7.90485,5.78653,6.98034,0.59044,0.1468,0.01892,0.0656,0.05976,0.009,0.39568,0.3932,0.78244,0.39496,3.80648,0.82176,0,0,0,0,0,0,0
43292299,Nicky Lopez,2B,8,TEX,MIN,Confirmed,2400,0,5.91,,5.91,2.4625,0.9,0.577583443778618,0,100,4.5866,8.624600000000001,5.90593,0,4,9,12,18,26,7.69649,0,6,12.2,15.7,24.9,34.903,5.8029,0,4.5,9,11.6,18,25.1,6.17967,0,4,9,13,21.5,31,6.13078,8.19193,5.98924,7.20845,0.551,0.1472,0.0288,0.0617333,0.0788,0.0138667,0.395133,0.391333,0.6488,0.351133,3.7698,0.7887333000000001,0,0,0,0,0,0,0
43292230,Alex Freeland,2B,9,LAD,TB,Confirmed,3000,0,5.9,,5.9,1.966666666666667,2.61,2.1858091177505496,0,100,5.3588,9.7982,5.89708,0,4,9,12,19,26,7.77016,0,6,12.2,16,25.2,35.2,5.84523,0,4.5,9,12,18.7,25.8,6.14496,0,4,9,14,22.025,31,6.35464,8.55272,6.2793,7.59112,0.47628,0.14084,0.02676,0.09188,0.05196,0.0074,0.4596,0.38432,0.85688,0.34176,3.60792,0.73576,0,0,0,0,0,0,0
43292294,Rodolfo Duran,C,9,SD,STL,Confirmed,2400,0,5.8,,5.8,2.416666666666667,1.34,0.9390725031809006,0,100,4.2284,8.9658,5.79988,0,4,9,13,19,27,7.58303,0,6,12.2,16,25.2,37.2,5.68928,0,4.5,9,12.3,18.7,27,6.08582,0,3.5,9,14,22,32,6.45093,8.65736,6.33164,7.64939,0.502,0.14468,0.0314,0.07904,0.06848,0.00972,0.38824,0.41924,0.77852,0.28576,3.78324,0.75712,0,0,0,0,0,0,0
43292209,Braxton Fulford,C,9,COL,CHC,Confirmed,3300,0,5.78,,5.78,1.7515151515151515,0.31,0.1506677294604785,0,100,4.0846,9.8432,5.77692,0,3,9,13,19,27,7.54854,0,3.5,12,18.2,25.4,35.712,5.68426,0,2.6,8.7,13.2,18.7,26.5,6.00572,0,3,9,14,22.5,32,6.63783,8.87688,6.53305,7.88753,0.45248,0.131,0.03488,0.1016,0.07192,0.0122,0.38328,0.39808,0.90848,0.27356,3.6832,0.71996,0,0,0,0,0,0,0
43292276,MJ Melendez,OF,8,NYM,CIN,Confirmed,2600,0,5.69,,5.69,2.1884615384615382,0.46,0.24386835488494682,0,100,4.3026,8.966000000000001,5.68528,0,3,9,14,20,29,7.55616,0,3.2,12,18.4,25.7,38.403,5.71611,0,2.6,8.7,13.5,19.4,28.4,5.7513,-0.5,2.5,8.5,14.575,23,34,6.80935,9.17986,6.76004,8.18055,0.33628,0.126,0.03096,0.1158,0.06972,0.01172,0.37792,0.38188,1.24596,0.38628,3.75984,0.60904,0,0,0,0,0,0,0
43292242,Ryan Kreidler,SS/OF,8,MIN,TEX,Confirmed,2900,0,5.55,,5.55,1.9137931034482758,0.64,0.36954206369215703,0,100,4.038,8.624600000000001,5.551,0,3,8,12,18,27,7.26475,0,3.5,9.7,15.4,25.2,36.9,5.4979,0,2.6,7.8,11.6,18.415,26.502,5.55593,0,3,8,12,21.5,31.005,6.38006,8.51405,6.25481,7.50314,0.445867,0.122267,0.0262667,0.0764667,0.0976667,0.0175333,0.344933,0.352333,1.06733,0.3722,3.83013,0.6708674,0,0,0,0,0,0,0
43292304,Christian Vazquez,C,9,HOU,DET,Confirmed,2300,0,5.4,,5.4,2.347826086956522,2.33,1.8750507532368592,0,100,4.6314,9.278400000000001,5.39904,0,4,8,11,17,25,7.04267,0,6,9.5,15.2,22.405,33.905,5.30062,0,4.5,7.1,10.9,16.8,24.4,5.65856,0,3.5,8,12,20,29,5.82759,7.82429,5.71866,6.88396,0.53972,0.13676,0.00944,0.06456,0.05184,0.00876,0.39296,0.36,0.6304,0.30492,3.66508,0.75048,0,0,0,0,0,0,0
43292324,Alex Jackson,C,9,MIN,TEX,Confirmed,2100,0,5.1,,5.1,2.4285714285714284,1.39,0.9830749425892664,0,100,4.038,8.624600000000001,5.10213,0,3,7,12,18.05,26,6.72623,0,3,9.5,15.4,25.2,34.9,5.09019,0,2.6,7.1,11.6,18.7,25.8,5.1411,-0.5,2.5,8,12.5,22,31,6.3095,8.49033,6.25149,7.6145,0.3868,0.120467,0.0237333,0.0936667,0.0395333,0.00786667,0.341333,0.354333,1.199,0.311933,3.7406,0.624667,0,0,0,0,0,0,0
43292791,Wandy Peralta,P,,SD,STL,Confirmed,4000,0,3.28,,3.28,0.82,0.01,0.0016281937739211988,0,100,4.2284,8.9658,3.28424,0.05,3.95,6.95,8.65,10.95,14,6.98804,3,8,12,14,17,21,3.87045,0.4,4.4,8.2,10.1,13,16,5.41818,1,6.5,10.5,13,16,20,5.36267,6.85439,6.07501,7.40865,1.4096,0.35428,0.0674,0.21988,0,0,1.22052,0,1.41936,1.08856,9.05732,2.05116,1.12752,2.03751,0,0,0,0,34.8821
43292863,A.J. Minter,P,,NYM,CIN,,4000,0,3.03,,3.03,0.7575,0,0,0,100,4.3026,8.966000000000001,3.03242,0.45,3.05,5.65,7,9.25,11.75,5.37396,2,6,9,11,14,18,0.495544,-1.8,1.1,3.1,4,6,8,4.71704,1.375,5,8.5,10,14,17.5,4.00076,5.32076,3.59883,5.62334,0.48856,0.14328,0.02336,0.1232,0,0,0.47856,0,1.09512,0.53544,4.09908,0.7784,0.4414,0,0.09264,0,0,0,16.8349
43292782,Devin Williams,P,,NYM,CIN,,4000,0,3.03,,3.03,0.7575,0,0,0,100,4.3026,8.966000000000001,3.03354,0,2.25,5.5,7.3,11.3,16.95,5.13044,0,4,9,12,18,26,0.957764,0,0,2.2,4,6.2,11.1,6.31126,0,5,10,14,21.525,30,4.39654,6.46018,3.31806,7.67419,0.35948,0.11864,0.0162,0.08564,0,0,0.3178,0,1.11768,0.39488,3.2958,0.57996,0.29396,0,0.04692,0,0,0,14.0472
43292773,Huascar Brazoban,P,,NYM,CIN,,4000,0,2.88,,2.88,0.72,0,0,0,100,4.3026,8.966000000000001,2.87955,0.3,2.9,5.65,7,9,11.75,5.07512,2,5,9,10,14,17,0.417196,-1.8,0.2,2.2,4,6,8,4.46134,1,4.5,8,10,13.5,17,3.86253,5.17812,3.44923,5.44014,0.5022,0.14272,0.02484,0.12256,0,0,0.44728,0,0.99684,0.43524,3.94852,0.7923199999999999,0.4116,0,0.08788,0,0,0,16.0246
43292740,Will Vest,P,,DET,HOU,,4000,0,2.68,,2.68,0.67,0,0,0,100,4.647,9.278400000000001,2.68438,0.3,2.9,5.0125,6.4,9,11.75,4.81336,2,5,8,10,13,17,0.030264,-1.8,0.2,2,3.1,6,8,4.16644,1,4.5,7.5,9.5,13,17,3.8159,5.05992,3.44538,5.35437,0.64532,0.15468,0.02244,0.11148,0,0,0.47508,0,0.81748,0.35992,4.23296,0.9339200000000001,0.43972,0,0.1098,0,0,0,16.6566
43292774,Kenley Jansen,P,,DET,HOU,,4000,0,2.65,,2.65,0.6625,0,0,0,100,4.647,9.278400000000001,2.65333,0,2.3,5,6.4,9.75,13.502,4.6968,1,4,8,10,15,21,0.15292,-0.9,0,2,3.1,5.1,8,5.8246,0.875,5,10,12.5,18.5,25.005,3.95279,5.52869,3.26844,6.87656,0.54124,0.14272,0.01148,0.114,0,0,0.41856,0,0.90396,0.38376,3.97528,0.8094400000000002,0.38544,0,0.04744,0,0,0,15.8237
43292843,Steven Okert,P,,HOU,DET,,4000,0,2.54,,2.54,0.635,0,0,0,100,4.6314,9.278400000000001,2.53677,0,2.4,5,6.25,8.4,11.0005,4.52404,1,5,8,10,13,16,0.222316,-1.6,0,2,3.1,5.1,8,3.94266,0,4,7.5,9,12.5,16,3.64391,4.90129,3.19348,5.12737,0.46848,0.13344,0.01592,0.08828,0,0,0.39768,0,0.9046,0.45664,3.71824,0.7061200000000001,0.36844,0,0.04912,0,0,0,14.9969
43292793,Brooks Raley,P,,NYM,CIN,,4000,0,2.54,,2.54,0.635,0,0,0,100,4.3026,8.966000000000001,2.53815,0.15,2.9,5,6.25,8.4,11,4.60644,1,5,8,9,13,16,0.1161,-1.8,0.2,2,3.1,5.1,8,3.97334,0.5,4,7.5,9,12,16,3.68642,4.87407,3.30334,5.15998,0.46456,0.16108,0.01964,0.11272,0,0,0.44724,0,0.96852,0.5082,3.91568,0.758,0.413,0,0.03616,0,0,0,15.8104
43292822,Paul Sewald,P,,ARI,LAA,,4000,0,2.51,,2.51,0.6275,0,0,0,100,4.9164,9.5328,2.5086,0,2.4,4.9,6.25,8.4,11.15,4.388,0,4,8,9,13,17,0.36084,-0.9,0,2,3.1,5.1,8,3.8706,0,4,7,9,12.5,16.5,3.54753,4.84063,3.06726,5.01628,0.38856,0.13536,0.0462,0.08336,0,0,0.36012,0,0.88644,0.38132,3.42432,0.6534800000000001,0.3314,0,0.04552,0,0,0,13.7191
43292870,Enmanuel De Jesus,P,,DET,HOU,,4000,0,2.46,,2.46,0.615,0,0,0,100,4.647,9.278400000000001,2.4621,0,2.4,5,6.4,9,11.2505,4.49276,1,4,8,10,13,17,0.024652,-1.8,0,2,3.1,6,8,3.8581,0,4,7.5,9.5,13,16.505,3.84758,5.16734,3.42166,5.41832,0.5892,0.14152,0.02452,0.10792,0,0,0.46268,0,0.79684,0.40616,3.93468,0.8631599999999999,0.4282,0,0.10744,0,0,0,15.3856
43292088,David Peterson,P,,NYM,CIN,,6300,0,2.41,,2.41,0.38253968253968257,0,0,0,100,4.3026,8.966000000000001,2.40998,0,2.4,5,6.4,9,11.75,4.45484,0,5,8,10,13,17,-0.084116,-1.8,0,2,3.1,6,8,3.79402,0,4,7.5,9.5,13,17,3.91958,5.25685,3.49414,5.51446,0.56424,0.17188,0.0258,0.1266,0,0,0.50732,0,0.83588,0.43312,4.04432,0.88852,0.46744,0,0.09212,0,0,0,15.1223
